Pixel;Row;Round Correction Value Signed;Round Correction Value Unsigned;Ceil Correction Value;Floor Correction Value;Float Correction Value
1411;2;6;6;0;-1;-0.6481723159444925
1410;1;8;8;1;0;0.6493344758032329
1409;3;5;5;-1;-2;-1.6262423701274926
1408;0;9;9;2;1;1.6291493320344017
1407;2;6;6;0;-1;-0.6528228302175609
1406;1;8;8;1;0;0.6539862403885053
1405;3;5;5;-1;-2;-1.6378749086319324
1404;0;9;9;2;1;1.640784998841518
1403;2;6;6;0;-1;-0.6574783487663165
1402;1;8;8;1;0;0.6586430112682802
1401;3;5;5;-1;-2;-1.6495199679223767
1400;0;9;9;2;1;1.6524331914870913
1399;2;6;6;0;-1;-0.6621388796725274
1398;1;8;8;1;0;0.6633047965286742
1397;3;5;5;-1;-2;-1.661177568224982
1396;0;9;9;2;1;1.6640939302081925
1395;2;6;6;0;-1;-0.6668044310353789
1394;1;8;8;1;0;0.6679716042732249
1393;3;5;5;-1;-2;-1.6728477298095221
1392;0;9;9;2;1;1.675767235285491
1391;2;6;6;0;-1;-0.6714750109715073
1390;1;8;8;1;0;0.6726434426229506
1389;3;5;5;-1;-2;-1.6845304729894721
1388;0;9;9;2;1;1.6874531270433906
1387;2;6;6;0;-1;-0.676150627615062
1386;1;8;8;1;0;0.6773203197163777
1385;3;5;5;-1;-2;-1.6962258181221053
1384;0;9;9;2;1;1.6991516258501775
1383;2;6;6;0;-1;-0.6808312891177408
1382;1;8;8;1;0;0.6820022437095989
1381;3;5;5;-1;-2;-1.7079337856086667
1380;0;9;9;2;1;1.7108627521180715
1379;2;6;6;0;-1;-0.6855170036488403
1378;1;8;8;1;0;0.6866892227763248
1377;3;5;5;-1;-2;-1.7196543958944481
1376;0;9;9;2;1;1.722586526303406
1375;2;6;6;0;-1;-0.6902077793953101
1374;1;8;8;1;0;0.6913812651079212
1373;3;5;5;-1;-2;-1.7313876694689156
1372;0;9;9;2;1;1.7343229689067208
1371;2;6;6;0;-1;-0.6949036245617926
1370;1;8;8;1;0;0.6960783789134606
1369;3;5;5;-1;-2;-1.743133626865852
1368;0;9;9;2;1;1.746072100472876
1367;2;6;6;0;-1;-0.699604547370674
1366;1;8;8;1;0;0.7007805724197738
1365;3;5;5;-1;-2;-1.7548922886634415
1364;0;9;9;2;1;1.75783394159118
1363;2;6;6;0;-1;-0.7043105560621346
1362;1;8;8;1;0;0.7054878538714959
1361;3;5;5;-1;-2;-1.7666636754843985
1360;0;9;9;2;1;1.7696085128955232
1359;2;6;6;0;-1;-0.7090216588941871
1358;1;8;8;1;0;0.7102002315311058
1357;3;5;5;-1;-2;-1.778447807996141
1356;0;9;9;2;1;1.7813958350644796
1355;2;6;6;0;-1;-0.7137378641427379
1354;1;8;8;1;0;0.7149177136789948
1353;3;5;5;-1;-2;-1.7902447069108192
1352;0;9;9;2;1;1.7931959288214188
1351;2;6;6;0;-1;-0.7184591801016325
1350;1;8;8;1;0;0.7196403086134939
1349;3;5;5;-1;-2;-1.802054392985493
1348;0;9;9;2;1;1.805008814934677
1347;2;6;6;0;-1;-0.7231856150826914
1346;1;8;8;1;0;0.7243680246509303
1345;3;5;5;-1;-2;-1.813876887022282
1344;0;9;9;2;1;1.816834514217593
1343;2;6;6;0;-1;-0.7279171774157813
1342;1;8;8;1;0;0.7291008701256843
1341;3;5;5;-1;-2;-1.8257122098683993
1340;0;9;9;2;1;1.828673047528735
1339;2;6;6;0;-1;-0.7326538754488414
1338;1;8;8;1;0;0.7338388533902265
1337;3;5;5;-1;-2;-1.837560382416374
1336;0;9;9;2;1;1.8405244357719397
1335;2;6;6;0;-1;-0.7373957175479458
1334;1;8;8;1;0;0.7385819828151714
1333;3;5;5;-1;-2;-1.8494214256040884
1332;0;9;9;2;1;1.852388699896462
1331;2;6;6;0;-1;-0.7421427120973512
1330;1;8;8;1;0;0.7433302667893287
1329;3;5;5;-1;-2;-1.8612953604149567
1328;0;9;9;2;1;1.8642658608971274
1327;2;6;6;0;-1;-0.7468948674995453
1326;1;8;8;1;0;0.7480837137197476
1325;3;5;5;-1;-2;-1.8731822078780311
1324;0;9;9;2;1;1.876155939814403
1323;2;6;6;0;-1;-0.7516521921752926
1322;1;8;8;1;0;0.7528423320317756
1321;3;5;5;-1;-2;-1.8850819890681265
1320;0;9;9;2;1;1.888058957734568
1319;2;6;6;0;-1;-0.7564146945636896
1318;1;8;8;1;0;0.7576061301690977
1317;3;5;5;-1;-2;-1.8969947251059338
1316;0;9;9;2;1;1.8999749357898033
1315;2;6;6;0;-1;-0.7611823831222129
1314;1;8;8;1;0;0.7623751165937893
1313;3;5;5;-1;-2;-1.9089204371581765
1312;0;9;9;2;1;1.9119038951583534
1311;2;6;6;0;-1;-0.765955266326765
1310;1;8;8;1;0;0.7671492997863751
1309;3;5;5;-1;-2;-1.9208591464376923
1308;0;9;9;2;1;1.923845857064613
1307;2;6;6;0;-1;-0.7707333526717353
1306;1;8;8;1;0;0.7719286882458665
1305;3;5;5;-1;-2;-1.932810874203593
1304;0;9;9;2;1;1.9358008427792797
1303;2;6;6;0;-1;-0.7755166506700366
1302;1;8;8;1;0;0.7767132904898197
1301;3;5;5;-1;-2;-1.9447756417613782
1300;0;9;9;2;1;1.9477688736194736
1299;2;6;6;0;-1;-0.7803051688531646
1298;1;8;8;1;0;0.7815031150543845
1297;3;5;5;-1;-2;-1.9567534704630667
1296;0;9;9;2;1;1.9597499709488488
1295;2;6;6;0;-1;-0.7850989157712505
1294;1;8;8;1;0;0.7862981704943568
1293;3;5;5;-1;-2;-1.9687443817073103
1292;0;9;9;2;1;1.9717441561777527
1291;2;6;6;0;-1;-0.7898978999931039
1290;1;8;8;1;0;0.7910984653832216
1289;3;5;5;-1;-2;-1.9807483969395427
1288;0;9;9;2;1;1.9837514507633287
1287;2;6;6;0;-1;-0.794702130106268
1286;1;8;8;1;0;0.795904008313217
1285;3;5;5;-1;-2;-1.9927655376520903
1284;0;9;9;2;1;1.995771876209627
1283;2;6;6;0;-1;-0.7995116147170727
1282;1;8;8;1;0;0.8007148078953783
1281;3;5;5;-2;-3;-2.0047958253842957
1280;0;9;9;3;2;2.0078054540677996
1279;2;6;6;0;-1;-0.8043263624506842
1278;1;8;8;1;0;0.8055308727595847
1277;3;5;5;-2;-3;-2.0168392817226746
1276;0;9;9;3;2;2.0198522059361537
1275;2;6;6;0;-1;-0.8091463819511535
1274;1;8;8;1;0;0.8103522115546209
1273;3;5;5;-2;-3;-2.028895928301015
1272;0;9;9;3;2;2.0319121534603113
1271;2;6;6;0;-1;-0.8139716818814744
1270;1;8;8;1;0;0.8151788329482219
1269;3;5;5;-2;-3;-2.0409657868005127
1268;0;9;9;3;2;2.0439853183333625
1267;2;6;6;0;-1;-0.8188022709236318
1266;1;8;8;1;0;0.8200107456271262
1265;3;5;5;-2;-3;-2.05304887894993
1264;0;9;9;3;2;2.0560717222959575
1263;2;6;6;0;-1;-0.8236381577786496
1262;1;8;8;1;0;0.8248479582971324
1261;3;5;5;-2;-3;-2.0651452265256864
1260;0;9;9;3;2;2.0681713871364593
1259;2;6;6;0;-1;-0.8284793511666528
1258;1;8;8;1;0;0.8296904796831459
1257;3;5;5;-2;-3;-2.0772548513519915
1256;0;9;9;3;2;2.0802843346910613
1255;2;6;6;0;-1;-0.833325859826914
1254;1;8;8;1;0;0.8345383185292299
1253;3;5;5;-2;-3;-2.089377775301024
1252;0;9;9;3;2;2.092410586843929
1251;2;6;6;0;-1;-0.8381776925179008
1250;1;8;8;1;0;0.839391483598666
1249;3;5;5;-2;-3;-2.1015140202930134
1248;0;9;9;3;2;2.104550165527332
1247;2;6;6;0;-1;-0.8430348580173437
1246;1;8;8;1;0;0.8442499836740023
1245;3;5;5;-2;-3;-2.1136636082963776
1244;0;9;9;3;2;2.1167030927217745
1243;2;6;6;0;-1;-0.8478973651222717
1242;1;8;8;1;0;0.8491138275571046
1241;3;5;5;-2;-3;-2.1258265613278873
1240;0;9;9;3;2;2.128869390456117
1239;2;6;6;0;-1;-0.8527652226490741
1238;1;8;8;1;0;0.8539830240692119
1237;3;5;5;-2;-3;-2.1380029014527686
1236;0;9;9;3;2;2.141049080807722
1235;2;6;6;0;-1;-0.8576384394335577
1234;1;8;8;1;0;0.8588575820509892
1233;3;5;5;-2;-3;-2.1501926507848417
1232;0;9;9;3;2;2.153242185902588
1231;2;6;6;0;-1;-0.862517024330991
1230;1;8;8;1;0;0.8637375103625811
1229;3;5;5;-2;-3;-2.1623958314866805
1228;0;9;9;3;2;2.1654487279154893
1227;2;6;6;0;-1;-0.8674009862161629
1226;1;8;8;1;0;0.8686228178836686
1225;3;5;5;-2;-3;-2.174612465769684
1224;0;9;9;3;2;2.1776687290700636
1223;2;6;6;0;-1;-0.8722903339834396
1222;1;8;8;1;0;0.8735135135135135
1221;3;5;5;-2;-3;-2.1868425758942998
1220;0;9;9;3;2;2.1899022116390228
1219;2;6;6;0;-1;-0.8771850765468123
1218;1;8;8;1;0;0.8784096061710258
1217;3;5;5;-2;-3;-2.1990861841700884
1216;0;9;9;3;2;2.202149197944248
1215;2;6;6;0;-1;-0.8820852228399509
1214;1;8;8;1;0;0.8833111047948048
1213;3;5;5;-2;-3;-2.2113433129558793
1212;0;9;9;3;2;2.214409710356893
1211;2;6;6;0;-1;-0.8869907818162677
1210;1;8;8;1;0;0.8882180183432045
1209;3;5;5;-2;-3;-2.22361398465992
1208;0;9;9;3;2;2.2266837712975907
1207;2;6;6;0;-1;-0.8919017624489634
1206;1;8;8;1;0;0.8931303557943817
1205;3;5;5;-2;-3;-2.2358982217400047
1204;0;9;9;3;2;2.2389714032365333
1203;2;6;6;0;-1;-0.8968181737310807
1202;1;8;8;1;0;0.8980481261463495
1201;3;5;5;-2;-3;-2.248196046703601
1200;0;9;9;3;2;2.2512726286936378
1199;2;6;6;0;-1;-0.9017400246755685
1198;1;8;8;1;0;0.9029713384170392
1197;3;5;5;-2;-3;-2.2605074821080002
1196;0;9;9;3;2;2.263587470238665
1195;2;6;6;0;-1;-0.9066673243153254
1194;1;8;8;1;0;0.9079000016443484
1193;3;5;5;-2;-3;-2.2728325505604623
1192;0;9;9;3;2;2.275915950491381
1191;2;6;6;0;-1;-0.9116000817032663
1190;1;8;8;1;0;0.9128341248862029
1189;3;5;5;-2;-3;-2.2851712747183086
1188;0;9;9;3;2;2.2882580921216835
1187;2;6;6;0;-1;-0.9165383059123684
1186;1;8;8;1;0;0.9177737172206033
1185;3;5;5;-2;-3;-2.297523677289149
1184;0;9;9;3;2;2.3006139178497236
1183;2;6;6;0;-1;-0.9214820060357276
1182;1;8;8;1;0;0.9227187877456906
1181;3;5;5;-2;-3;-2.3098897810309147
1180;0;9;9;3;2;2.312983450446069
1179;2;6;6;0;-1;-0.9264311911866283
1178;1;8;8;1;0;0.927669345579794
1177;3;5;5;-2;-3;-2.3222696087520838
1176;0;9;9;3;2;2.325366712731846
1175;2;6;6;0;-1;-0.9313858704985769
1174;1;8;8;1;0;0.9326253998614913
1173;3;5;5;-2;-3;-2.334663183311779
1172;0;9;9;3;2;2.3377637275788565
1171;2;6;6;0;-1;-0.9363460531253729
1170;1;8;8;1;0;0.937586959749666
1169;3;5;5;-2;-3;-2.3470705276199126
1168;0;9;9;3;2;2.3501745179097426
1167;2;6;6;0;-1;-0.9413117482411675
1166;1;8;8;1;0;0.9425540344235603
1165;3;5;5;-2;-3;-2.359491664637339
1164;0;9;9;3;2;2.362599106698113
1163;2;6;6;0;-1;-0.946282965040508
1162;1;8;8;1;0;0.9475266330828305
1161;3;5;5;-2;-3;-2.371926617375994
1160;0;9;9;3;2;2.375037516968682
1159;2;6;6;0;-1;-0.9512597127384037
1158;1;8;8;1;0;0.9525047649476139
1157;3;5;5;-2;-3;-2.3843754088990146
1156;0;9;9;3;2;2.387489771797437
1155;2;6;6;0;-1;-0.9562420005703789
1154;1;8;8;1;0;0.9574884392585705
1153;3;5;5;-2;-3;-2.3968380623209278
1152;0;9;9;3;2;2.399955894311745
1151;2;6;6;0;-1;-0.9612298377925352
1150;1;8;8;1;0;0.9624776652769498
1149;3;5;5;-2;-3;-2.409314600807747
1148;0;9;9;3;2;2.4124359076905257
1147;2;6;6;0;-1;-0.9662232336815961
1146;1;8;8;1;0;0.9674724522846532
1145;3;5;5;-2;-3;-2.421805047577127
1144;0;9;9;3;2;2.4249298351643773
1143;2;6;6;0;-1;-0.9712221975349866
1142;1;8;8;1;0;0.972472809584275
1141;3;5;5;-2;-3;-2.434309425898544
1140;0;9;9;3;2;2.437437700015739
1139;2;6;6;0;-1;-0.976226738670869
1138;1;8;8;1;0;0.9774787464991785
1137;3;5;5;-2;-3;-2.4468277590933916
1136;0;9;9;3;2;2.449959525579004
1135;2;6;6;0;-1;-0.9812368664282065
1134;1;8;8;1;0;0.9824902723735409
1133;3;5;5;-2;-3;-2.4593600705351335
1132;0;9;9;3;2;2.4624953352406997
1131;2;6;6;0;-1;-0.9862525901668349
1130;1;8;8;1;0;0.987507396572413
1129;3;5;5;-2;-3;-2.4719063836494897
1128;0;9;9;3;2;2.4750451524396127
1127;2;6;6;0;-1;-0.9912739192675009
1126;1;8;8;1;0;0.9925301284817891
1125;3;5;5;-2;-3;-2.4844667219145506
1124;0;9;9;3;2;2.4876090006669465
1123;2;6;6;0;-1;-0.9963008631319354
1122;1;8;8;1;0;0.997558477508651
1121;3;5;5;-2;-3;-2.4970411088608913
1120;0;10;10;3;2;2.5001869034664352
1119;2;6;6;-1;-2;-1.0013334311829052
1118;1;8;8;2;1;1.0025924530810304
1117;3;4;4;-2;-3;-2.5096295680718015
1116;0;10;10;3;2;2.51277888443456
1115;2;6;6;-1;-2;-1.0063716328642691
1114;1;8;8;2;1;1.0076320646480763
1113;3;4;4;-2;-3;-2.5222321231833575
1112;0;10;10;3;2;2.52538496722061
1111;2;6;6;-1;-2;-1.0114154776410498
1110;1;8;8;2;1;1.0126773216801066
1109;3;4;4;-2;-3;-2.534848797884596
1108;0;10;10;3;2;2.5380051755269157
1107;2;6;6;-1;-2;-1.0164649749994794
1106;1;8;8;2;1;1.0177282336686613
1105;3;4;4;-2;-3;-2.5474796159176876
1104;0;10;10;3;2;2.5506395331089173
1103;2;6;6;-1;-2;-1.021520134447064
1102;1;8;8;2;1;1.0227848101265824
1101;3;4;4;-2;-3;-2.5601246010780407
1100;0;10;10;3;2;2.563288063775378
1099;2;6;6;-1;-2;-1.026580965512645
1098;1;8;8;2;1;1.0278470605880496
1097;3;4;4;-2;-3;-2.572783777214486
1096;0;10;10;3;2;2.5759507913884896
1095;2;6;6;-1;-2;-1.031647477746457
1094;1;8;8;2;1;1.0329149946086549
1093;3;4;4;-2;-3;-2.5854571682294036
1092;0;10;10;3;2;2.5886277398640694
1091;2;6;6;-1;-2;-1.0367196807201857
1090;1;8;8;2;1;1.0379886217654608
1089;3;4;4;-2;-3;-2.598144798078888
1088;0;10;10;3;2;2.601318933171644
1087;2;6;6;-1;-2;-1.041797584027039
1086;1;8;8;2;1;1.0430679516570596
1085;3;4;4;-2;-3;-2.6108466907728953
1084;0;10;10;3;2;2.6140243953346634
1083;2;6;6;-1;-2;-1.04688119728179
1082;1;8;8;2;1;1.048152993903626
1081;3;4;4;-2;-3;-2.6235628703753946
1080;0;10;10;3;2;2.6267441504306284
1079;2;6;6;-1;-2;-1.051970530120851
1078;1;8;8;2;1;1.053243758146996
1077;3;4;4;-2;-3;-2.6362933610045225
1076;0;10;10;3;2;2.6394782225912223
1075;2;6;6;-1;-2;-1.0570655922023313
1074;1;8;8;2;1;1.0583402540507105
1073;3;4;4;-2;-3;-2.649038186832712
1072;0;10;10;3;2;2.65222663600251
1071;2;6;6;-1;-2;-1.0621663932060965
1070;1;8;8;2;1;1.06344249130008
1069;3;4;4;-2;-3;-2.6617973720868946
1068;0;10;10;3;2;2.664989414905044
1067;2;6;6;-1;-2;-1.0672729428338297
1066;1;8;8;2;1;1.0685504796022567
1065;3;4;4;-2;-3;-2.6745709410486036
1064;0;10;10;3;2;2.677766583594039
1063;2;6;6;-1;-2;-1.072385250809095
1062;1;8;8;2;1;1.0736642286862832
1061;3;4;4;-2;-3;-2.687358918054162
1060;0;10;10;3;2;2.6905581664195424
1059;2;6;6;-1;-2;-1.0775033268774
1058;1;8;8;2;1;1.0787837483031577
1057;3;4;4;-2;-3;-2.7001613274948113
1056;0;10;10;3;2;2.7033641877865584
1055;2;6;6;-1;-2;-1.0826271808062504
1054;1;8;8;2;1;1.0839090482259035
1053;3;4;4;-2;-3;-2.7129781938169018
1052;0;10;10;3;2;2.7161846721552045
1051;2;6;6;-1;-2;-1.0877568223852236
1050;1;8;8;2;1;1.0890401382496222
1049;3;4;4;-2;-3;-2.7258095415219934
1048;0;10;10;3;2;2.7290196440409176
1047;2;6;6;-1;-2;-1.0928922614260248
1046;1;8;8;2;1;1.0941770281915542
1045;3;4;4;-2;-3;-2.738655395167079
1044;0;10;10;3;2;2.7418691280145353
1043;2;6;6;-1;-2;-1.0980335077625423
1042;1;8;8;2;1;1.0993197278911566
1041;3;4;4;-2;-3;-2.7515157793646807
1040;0;10;10;3;2;2.754733148702499
1039;2;6;6;-1;-2;-1.1031805712509293
1038;1;8;8;2;1;1.1044682472101464
1037;3;4;4;-2;-3;-2.7643907187830443
1036;0;10;10;3;2;2.76761173078701
1035;2;6;6;-1;-2;-1.1083334617696483
1034;1;8;8;2;1;1.1096225960325778
1033;3;4;4;-2;-3;-2.7772802381462967
1032;0;10;10;3;2;2.7805048990061856
1031;2;6;6;-1;-2;-1.1134921892195386
1030;1;8;8;2;1;1.1147827842648983
1029;3;4;4;-2;-3;-2.790184362234559
1028;0;10;10;3;2;2.79341267815418
1027;2;6;6;-1;-2;-1.1186567635238926
1026;1;8;8;2;1;1.1199488218360152
1025;3;4;4;-2;-3;-2.8031031158841735
1024;0;10;10;3;2;2.8063350930814117
1023;2;6;6;-1;-2;-1.1238271946285003
1022;1;8;8;2;1;1.1251207186973602
1021;3;4;4;-2;-3;-2.816036523987819
1020;0;10;10;3;2;2.8192721686946633
1019;2;6;6;-1;-2;-1.1290034925017238
1018;1;8;8;2;1;1.1302984848229478
1017;3;4;4;-2;-3;-2.8289846114946755
1016;0;10;10;3;2;2.8322239299572622
1015;2;6;6;-1;-2;-1.134185667134565
1014;1;8;8;2;1;1.1354821302094464
1013;3;4;4;-2;-3;-2.841947403410586
1012;0;10;10;3;2;2.8451904018892584
1011;2;6;6;-1;-2;-1.1393737285407184
1010;1;8;8;2;1;1.1406716648762352
1009;3;4;4;-2;-3;-2.854924924798233
1008;0;10;10;3;2;2.8581716095675596
1007;2;6;6;-1;-2;-1.1445676867566483
1006;1;8;8;2;1;1.1458670988654784
1005;3;4;4;-2;-3;-2.867917200777274
1004;0;10;10;3;2;2.871167578126098
1003;2;6;6;-1;-2;-1.1497675518416397
1002;1;8;8;2;1;1.151068442242181
1001;3;4;4;-2;-3;-2.880924256524551
1000;0;10;10;3;2;2.8841783327560115
999;2;6;6;-1;-2;-1.1549733338778747
998;1;8;8;2;1;1.1562757050942558
997;3;4;4;-2;-3;-2.8939461172741687
996;0;10;10;3;2;2.8972038987057864
995;2;6;6;-1;-2;-1.160185042970495
994;1;8;8;2;1;1.1614888975325979
993;3;4;4;-2;-3;-2.9069828083177427
992;0;10;10;3;2;2.91024430128142
991;2;6;6;-1;-2;-1.1654026892476619
990;1;8;8;2;1;1.1667080296911294
989;3;4;4;-2;-3;-2.9200343550045353
988;0;10;10;3;2;2.923299565846598
987;2;6;6;-1;-2;-1.1706262828606295
986;1;8;8;2;1;1.1719331117268936
985;3;4;4;-2;-3;-2.9331007827415867
984;0;10;10;3;2;2.9363697178228563
983;2;6;6;-1;-2;-1.175855833983805
982;1;8;8;2;1;1.177164153820092
981;3;4;4;-2;-3;-2.9461821169939206
980;0;10;10;3;2;2.9494547826897346
979;2;6;6;-1;-2;-1.181091352814816
978;1;8;8;2;1;1.1824011661741682
977;3;4;4;-2;-3;-2.9592783832847154
976;0;10;10;3;2;2.9625547859849632
975;2;6;6;-1;-2;-1.1863328495745797
974;1;8;8;2;1;1.1876441590158748
973;3;4;4;-2;-3;-2.97238960719541
972;0;10;10;3;2;2.9756697533045866
971;2;6;6;-1;-2;-1.191580334507366
970;1;8;8;2;1;1.1928931425953273
969;3;4;4;-2;-3;-2.98551581436595
968;0;10;10;3;2;2.9887997103031907
967;2;6;6;-1;-2;-1.196833817880865
966;1;8;8;2;1;1.19814812718608
965;3;4;4;-2;-3;-2.99865703049489
964;0;10;10;4;3;3.0019446826940204
963;2;6;6;-1;-2;-1.202093309986255
962;1;8;8;2;1;1.2034091230851995
961;3;4;4;-3;-4;-3.0118132813396095
960;0;10;10;4;3;3.0151046962491783
959;2;6;6;-1;-2;-1.2073588211382695
958;1;8;8;2;1;1.2086761406133135
957;3;4;4;-3;-4;-3.024984592716425
956;0;10;10;4;3;3.02827977679976
955;2;6;6;-1;-2;-1.212630361675263
954;1;8;8;2;1;1.2139491901146933
953;3;4;4;-3;-4;-3.038170990500838
952;0;10;10;4;3;3.0414699502360527
951;2;6;6;-1;-2;-1.217907941959277
950;1;8;8;2;1;1.219228281957319
949;3;4;4;-3;-4;-3.0513725006276324
948;0;10;10;4;3;3.0546752425077237
947;2;6;6;-1;-2;-1.2231915723761215
946;1;8;8;2;1;1.2245134265329387
945;3;4;4;-3;-4;-3.06458914909107
944;0;10;10;4;3;3.0678956796239163
943;2;6;6;-1;-2;-1.2284812633354214
942;1;8;8;2;1;1.229804634257155
941;3;4;4;-3;-4;-3.077820961945072
940;0;10;10;4;3;3.0811312876534878
939;2;6;6;-1;-2;-1.2337770252706957
938;1;8;8;2;1;1.2351019155694711
937;3;4;4;-3;-4;-3.0910679653033775
936;0;10;10;4;3;3.0943820927251693
935;2;6;6;-1;-2;-1.239078868639437
934;1;8;8;2;1;1.2404052809333752
933;3;4;4;-3;-4;-3.104330185339723
932;0;10;10;4;3;3.1076481210277116
931;2;6;6;-1;-2;-1.244386803923156
930;1;8;8;2;1;1.2457147408363998
929;3;4;4;-3;-4;-3.117607648287997
928;0;10;10;4;3;3.120929398810084
927;2;6;6;-1;-2;-1.2497008416274777
926;1;8;8;2;1;1.251030305790204
925;3;4;4;-3;-4;-3.130900380442437
924;0;10;10;4;3;3.1342259523816303
923;2;6;6;-1;-2;-1.255020992282187
922;1;8;8;2;1;1.2563519863306265
921;3;4;4;-3;-4;-3.144208408157798
920;0;10;10;4;3;3.147537808112258
919;2;6;6;-1;-2;-1.2603472664413093
918;1;8;8;2;1;1.261679793017768
917;3;4;4;-3;-4;-3.1575317578495152
916;0;10;10;4;3;3.160864992432593
915;2;6;6;-1;-2;-1.2656796746831844
914;1;8;8;2;1;1.2670137364360539
913;3;4;4;-3;-4;-3.170870455993871
912;0;10;10;4;3;3.174207531834192
911;2;6;6;-1;-2;-1.271018227610531
910;1;8;8;2;1;1.2723538271943031
909;3;4;4;-3;-4;-3.184224529128219
908;0;10;10;4;3;3.187565452869652
907;2;6;6;-1;-2;-1.2763629358505089
906;1;8;8;2;1;1.277700075925809
905;3;4;4;-3;-4;-3.19759400385108
904;0;10;10;4;3;3.200938782152857
903;2;6;6;-1;-2;-1.2817138100548124
902;1;8;8;2;1;1.2830524932884
901;3;4;4;-3;-4;-3.2109789068223904
900;0;10;10;4;3;3.2143275463591188
899;2;6;6;-1;-2;-1.287070860899716
898;1;8;8;2;1;1.288411089964507
897;3;4;4;-3;-4;-3.224379264763673
896;0;10;10;4;3;3.2277317722253542
895;2;6;6;-1;-2;-1.2924340990861563
894;1;8;8;2;1;1.2937758766612522
893;3;4;4;-3;-4;-3.2377951044581508
892;0;10;10;4;3;3.2411514865502546
891;2;6;6;-1;-2;-1.2978035353398099
890;1;8;8;2;1;1.2991468641105008
889;3;4;4;-3;-4;-3.2512264527509878
888;0;10;10;4;3;3.254586716194517
887;2;6;6;-1;-2;-1.3031791804111545
886;1;8;8;2;1;1.3045240630689428
885;3;4;4;-3;-4;-3.264673336549457
884;0;10;10;4;3;3.2680374880809566
883;2;6;6;-1;-2;-1.3085610450755407
882;1;8;8;2;1;1.3099074843181615
881;3;4;4;-3;-4;-3.2781357828231137
880;0;10;10;4;3;3.2815038291947083
879;2;6;6;-1;-2;-1.3139491401332748
878;1;8;8;2;1;1.315297138664711
877;3;4;4;-3;-4;-3.2916138186039454
876;0;10;10;4;3;3.29498576658343
875;2;6;6;-1;-2;-1.3193434764096779
874;1;8;8;2;1;1.3206930369401757
873;3;4;4;-3;-4;-3.305107470986634
872;0;10;10;4;3;3.3084833273574787
871;2;6;6;-1;-2;-1.3247440647551656
870;1;8;8;2;1;1.3260951900012614
869;3;4;4;-3;-4;-3.318616767128635
868;0;10;10;4;3;3.321996538690037
867;2;6;6;-1;-2;-1.3301509160453246
866;1;8;8;2;1;1.3315036087298537
865;3;4;4;-3;-4;-3.332141734250431
864;0;10;10;4;3;3.335525427817391
863;2;6;6;-1;-2;-1.335564041180973
862;1;8;8;2;1;1.336918304033091
861;3;4;4;-3;-4;-3.3456823996357024
860;0;10;10;4;3;3.349070022039026
859;2;6;6;-1;-2;-1.3409834510882437
858;1;8;8;2;1;1.3423392868434512
857;3;4;4;-3;-4;-3.3592387906314904
856;0;10;10;4;3;3.3626303487178575
855;2;6;6;-1;-2;-1.3464091567186607
854;1;8;8;2;1;1.3477665681188107
853;3;4;4;-3;-4;-3.3728109346483848
852;0;10;10;4;3;3.3762064352804053
851;2;6;6;-1;-2;-1.351841169049198
850;1;8;8;2;1;1.3532001588425207
849;3;4;4;-3;-4;-3.3863988591607423
848;0;10;10;4;3;3.3897983092169888
847;2;6;6;-1;-2;-1.3572794990823702
846;1;8;8;2;1;1.358640070023494
845;3;4;4;-3;-4;-3.400002591706823
844;0;10;10;4;3;3.4034059980818547
843;2;6;6;-1;-2;-1.3627241578462979
842;1;8;8;2;1;1.364086312696264
841;3;4;4;-3;-4;-3.413622159889009
840;0;10;10;4;3;3.4170295294934725
839;2;6;6;-1;-2;-1.368175156394786
838;1;8;8;2;1;1.3695388979210623
837;3;4;4;-3;-4;-3.4272575913739765
836;0;10;10;4;3;3.430668931134612
835;2;6;6;-1;-2;-1.3736325058073895
834;1;8;8;2;1;1.374997836783903
833;3;4;4;-3;-4;-3.4409089138928977
832;0;10;10;4;3;3.4443242307525814
831;2;6;6;-1;-2;-1.3790962171895043
830;1;8;8;2;1;1.3804631403966479
829;3;4;4;-3;-4;-3.454576155241611
828;0;10;10;4;3;3.457995456159445
827;2;6;6;-1;-2;-1.3845663016724306
826;1;8;8;2;1;1.3859348198970842
825;3;4;4;-3;-4;-3.4682593432808275
824;0;10;10;4;3;3.4716826352321313
823;2;6;6;-1;-2;-1.3900427704134461
822;1;8;8;2;1;1.3914128864490038
821;3;4;4;-3;-4;-3.481958505936287
820;0;10;10;4;3;3.4853857959127055
819;2;6;6;-1;-2;-1.3955256345959004
818;1;8;8;2;1;1.3968973512422735
817;3;4;4;-3;-4;-3.4956736711990075
816;0;10;10;4;3;3.4991049662084954
815;2;6;6;-1;-2;-1.4010149054292675
814;1;8;8;2;1;1.4023882254929187
813;3;3;3;-3;-4;-3.509404867125422
812;0;11;11;4;3;3.5128401741923376
811;2;6;6;-1;-2;-1.4065105941492337
810;1;8;8;2;1;1.407885520443191
809;3;3;3;-3;-4;-3.5231521218375796
808;0;11;11;4;3;3.5265914480027085
807;2;6;6;-1;-2;-1.4120127120177788
806;1;8;8;2;1;1.4133892473616516
805;3;3;3;-3;-4;-3.536915463523357
804;0;11;11;4;3;3.5403588158439803
803;2;6;6;-1;-2;-1.4175212703232454
802;1;8;8;2;1;1.4188994175432494
801;3;3;3;-3;-4;-3.550694920436648
800;0;11;11;4;3;3.55414230598657
